year,skill_group_category,skill_group_name,isic_section_index,isic_section_name,industry_name,skill_group_penetration_rate
2019,Soft Skills,Writing,C,Manufacturing,Renewables & Environment,3.30E-04
2019,Soft Skills,Writing,K,Financial and insurance activities,Banking,3.10E-04
2019,Soft Skills,Writing,M,Professional scientific and technical activities,Biotechnology,2.90E-04
2019,Soft Skills,Writing,B,Mining and quarrying,Oil & Energy,1.80E-04
2019,Specialized Industry Skills,Agricultural Production,M,Professional scientific and technical activities,Veterinary,0.02017
2019,Specialized Industry Skills,Agricultural Production,C,Manufacturing,Food Production,0.00187
2019,Specialized Industry Skills,Agricultural Production,M,Professional scientific and technical activities,Research,0.00167
2019,Specialized Industry Skills,Agricultural Production,R,"Arts, entertainment and recreation ",Museums & Institutions,7.40E-04
2019,Specialized Industry Skills,Agricultural Production,M,Professional scientific and technical activities,Biotechnology,5.80E-04
2019,Specialized Industry Skills,Agricultural Production,C,Manufacturing,Chemicals,5.30E-04
2019,Specialized Industry Skills,Agricultural Production,M,Professional scientific and technical activities,Environmental Services,3.20E-04
2019,Specialized Industry Skills,Agricultural Production,K,Financial and insurance activities,Financial Services,1.30E-04
2019,Specialized Industry Skills,Agronomy,M,Professional scientific and technical activities,Environmental Services,3.20E-04
2019,Specialized Industry Skills,Agronomy,C,Manufacturing,Chemicals,2.10E-04
2019,Specialized Industry Skills,Air Force,C,Manufacturing,Aviation & Aerospace,0.01495
2019,Specialized Industry Skills,Aircraft Management,C,Manufacturing,Aviation & Aerospace,0.00429
2019,Specialized Industry Skills,Airlines,C,Manufacturing,Aviation & Aerospace,0.00912
2019,Specialized Industry Skills,Alcoholic Beverages,M,Professional scientific and technical activities,Events Services,9.60E-04
2019,Specialized Industry Skills,Alcoholic Beverages,R,"Arts, entertainment and recreation ",Gambling & Casinos,4.60E-04
2019,Specialized Industry Skills,Alcoholic Beverages,R,"Arts, entertainment and recreation ",Performing Arts,1.90E-04
2019,Specialized Industry Skills,Anesthesiology,M,Professional scientific and technical activities,Veterinary,0.00212
2019,Specialized Industry Skills,Anthropology,M,Professional scientific and technical activities,Environmental Services,4.00E-04
2019,Specialized Industry Skills,Anthropology,R,"Arts, entertainment and recreation ",Museums & Institutions,2.50E-04
2019,Specialized Industry Skills,Apparel,C,Manufacturing,Textiles,0.03127
2019,Specialized Industry Skills,Apparel,M,Professional scientific and technical activities,Design,0.00767
2019,Specialized Industry Skills,Apparel,R,"Arts, entertainment and recreation ",Arts & Crafts,0.00591
2019,Specialized Industry Skills,Apparel,R,"Arts, entertainment and recreation ",Performing Arts,0.00153
2019,Specialized Industry Skills,Apparel,M,Professional scientific and technical activities,Photography,0.00143
2019,Specialized Industry Skills,Apparel,J,Information and communication,Publishing,0.00102
2019,Specialized Industry Skills,Apparel,R,"Arts, entertainment and recreation ",Entertainment,0.00101
2019,Specialized Industry Skills,Apparel,R,"Arts, entertainment and recreation ",Fine Art,7.70E-04
2019,Specialized Industry Skills,Apparel,J,Information and communication,Internet,6.50E-04
2019,Specialized Industry Skills,Apparel,J,Information and communication,Media Production,5.40E-04
2019,Specialized Industry Skills,Apparel,M,Professional scientific and technical activities,Public Relations & Communications,4.20E-04
2019,Specialized Industry Skills,Apparel,M,Professional scientific and technical activities,Marketing & Advertising,4.00E-04
2019,Specialized Industry Skills,Apparel,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",2.60E-04
2019,Specialized Industry Skills,Apparel,J,Information and communication,Online Media,1.50E-04
2019,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Architecture & Planning,0.12839
2019,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Design,0.02878
2019,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.01884
2019,Specialized Industry Skills,Architecture,C,Manufacturing,Machinery,0.00976
2019,Specialized Industry Skills,Architecture,C,Manufacturing,Industrial Automation,0.00832
2019,Specialized Industry Skills,Architecture,C,Manufacturing,Renewables & Environment,0.00688
2019,Specialized Industry Skills,Architecture,C,Manufacturing,Electrical & Electronic Manufacturing,0.00673
2019,Specialized Industry Skills,Architecture,B,Mining and quarrying,Mining & Metals,0.00494
2019,Specialized Industry Skills,Architecture,B,Mining and quarrying,Oil & Energy,0.00483
2019,Specialized Industry Skills,Architecture,C,Manufacturing,Automotive,0.00477
2019,Specialized Industry Skills,Architecture,C,Manufacturing,Aviation & Aerospace,0.00475
2019,Specialized Industry Skills,Architecture,R,"Arts, entertainment and recreation ",Animation,0.00426
2019,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Environmental Services,0.00391
2019,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Graphic Design,0.00261
2019,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Executive Office,0.00245
2019,Specialized Industry Skills,Architecture,C,Manufacturing,Plastics,0.00233
2019,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Research,0.00231
2019,Specialized Industry Skills,Architecture,C,Manufacturing,Packaging & Containers,0.00203
2019,Specialized Industry Skills,Architecture,R,"Arts, entertainment and recreation ",Arts & Crafts,0.00197
2019,Specialized Industry Skills,Architecture,J,Information and communication,Semiconductors,0.00169
2019,Specialized Industry Skills,Architecture,C,Manufacturing,Paper & Forest Products,0.00167
2019,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Management Consulting,0.00145
2019,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Outsourcing/Offshoring,0.00129
2019,Specialized Industry Skills,Architecture,R,"Arts, entertainment and recreation ",Fine Art,0.00128
2019,Specialized Industry Skills,Architecture,C,Manufacturing,Textiles,0.00124
2019,Specialized Industry Skills,Architecture,J,Information and communication,Telecommunications,0.00122
2019,Specialized Industry Skills,Architecture,C,Manufacturing,Chemicals,0.00118
2019,Specialized Industry Skills,Architecture,R,"Arts, entertainment and recreation ",Performing Arts,0.00114
2019,Specialized Industry Skills,Architecture,J,Information and communication,Information Technology & Services,0.0011
2019,Specialized Industry Skills,Architecture,K,Financial and insurance activities,Investment Management,9.90E-04
2019,Specialized Industry Skills,Architecture,C,Manufacturing,Food Production,9.60E-04
2019,Specialized Industry Skills,Architecture,J,Information and communication,Internet,9.50E-04
2019,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Events Services,8.60E-04
2019,Specialized Industry Skills,Architecture,R,"Arts, entertainment and recreation ",Entertainment,7.20E-04
2019,Specialized Industry Skills,Architecture,J,Information and communication,Computer Software,7.00E-04
2019,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Professional Training & Coaching,6.70E-04
2019,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Marketing & Advertising,6.50E-04
2019,Specialized Industry Skills,Architecture,J,Information and communication,Media Production,5.40E-04
2019,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Biotechnology,4.80E-04
2019,Specialized Industry Skills,Architecture,M,Professional scientific and technical activities,Accounting,4.80E-04
2019,Specialized Industry Skills,Architecture,C,Manufacturing,Pharmaceuticals,4.30E-04
2019,Specialized Industry Skills,Architecture,J,Information and communication,Computer Hardware,4.30E-04
2019,Specialized Industry Skills,Architecture,K,Financial and insurance activities,Banking,2.60E-04
2019,Specialized Industry Skills,Architecture,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",2.00E-04
2019,Specialized Industry Skills,Architecture,K,Financial and insurance activities,Financial Services,1.80E-04
2019,Specialized Industry Skills,Architecture,R,"Arts, entertainment and recreation ",Sports,1.30E-04
2019,Specialized Industry Skills,Army,C,Manufacturing,Aviation & Aerospace,1.50E-04
2019,Specialized Industry Skills,Art History,R,"Arts, entertainment and recreation ",Museums & Institutions,0.0314
2019,Specialized Industry Skills,Art History,R,"Arts, entertainment and recreation ",Fine Art,0.02785
2019,Specialized Industry Skills,Art History,R,"Arts, entertainment and recreation ",Arts & Crafts,0.01073
2019,Specialized Industry Skills,Art History,M,Professional scientific and technical activities,Photography,2.40E-04
2019,Specialized Industry Skills,Art History,M,Professional scientific and technical activities,Design,2.10E-04
2019,Specialized Industry Skills,Arts & Crafts,R,"Arts, entertainment and recreation ",Arts & Crafts,0.01161
2019,Specialized Industry Skills,Arts & Crafts,R,"Arts, entertainment and recreation ",Fine Art,0.0023
2019,Specialized Industry Skills,Arts & Crafts,C,Manufacturing,Textiles,5.60E-04
2019,Specialized Industry Skills,Arts & Crafts,M,Professional scientific and technical activities,Design,5.60E-04
2019,Specialized Industry Skills,Arts & Crafts,M,Professional scientific and technical activities,Events Services,1.90E-04
2019,Specialized Industry Skills,Automotive,C,Manufacturing,Automotive,0.02683
2019,Specialized Industry Skills,Automotive,C,Manufacturing,Plastics,6.20E-04
2019,Specialized Industry Skills,Automotive,C,Manufacturing,Machinery,5.80E-04
2019,Specialized Industry Skills,Automotive,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,3.20E-04
2019,Specialized Industry Skills,Automotive,C,Manufacturing,Industrial Automation,2.80E-04
2019,Specialized Industry Skills,Automotive,R,"Arts, entertainment and recreation ",Sports,2.00E-04
2019,Specialized Industry Skills,Biomedical Engineering,M,Professional scientific and technical activities,Biotechnology,0.00415
2019,Specialized Industry Skills,Biomedical Engineering,C,Manufacturing,Pharmaceuticals,0.00151
2019,Specialized Industry Skills,Biomedical Engineering,M,Professional scientific and technical activities,Research,5.80E-04
2019,Specialized Industry Skills,Biomedical Engineering,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",2.30E-04
2019,Specialized Industry Skills,Botany,M,Professional scientific and technical activities,Environmental Services,4.00E-04
2019,Specialized Industry Skills,Cardiology,C,Manufacturing,Pharmaceuticals,0.00093
2019,Specialized Industry Skills,Cardiology,M,Professional scientific and technical activities,Biotechnology,1.00E-04
2019,Specialized Industry Skills,Carpentry,R,"Arts, entertainment and recreation ",Arts & Crafts,0.00219
2019,Specialized Industry Skills,Carpentry,M,Professional scientific and technical activities,Design,4.20E-04
2019,Specialized Industry Skills,Chemical Processing,C,Manufacturing,Chemicals,0.00834
2019,Specialized Industry Skills,Chemical Processing,C,Manufacturing,Paper & Forest Products,0.00191
2019,Specialized Industry Skills,Chemical Processing,B,Mining and quarrying,Oil & Energy,0.00133
2019,Specialized Industry Skills,Chemical Processing,M,Professional scientific and technical activities,Environmental Services,8.80E-04
2019,Specialized Industry Skills,Chemical Processing,C,Manufacturing,Plastics,6.20E-04
2019,Specialized Industry Skills,Chemical Processing,B,Mining and quarrying,Mining & Metals,4.70E-04
2019,Specialized Industry Skills,Chemical Processing,C,Manufacturing,Renewables & Environment,4.10E-04
2019,Specialized Industry Skills,Childcare,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.00114
2019,Specialized Industry Skills,Childcare,J,Information and communication,Internet,4.10E-04
2019,Specialized Industry Skills,Commercial Photography,M,Professional scientific and technical activities,Photography,0.08363
2019,Specialized Industry Skills,Commercial Photography,M,Professional scientific and technical activities,Graphic Design,0.00326
2019,Specialized Industry Skills,Commercial Photography,R,"Arts, entertainment and recreation ",Fine Art,0.00307
2019,Specialized Industry Skills,Commercial Photography,J,Information and communication,Newspapers,0.00292
2019,Specialized Industry Skills,Commercial Photography,J,Information and communication,Media Production,0.0028
2019,Specialized Industry Skills,Commercial Photography,R,"Arts, entertainment and recreation ",Animation,0.00247
2019,Specialized Industry Skills,Commercial Photography,R,"Arts, entertainment and recreation ",Arts & Crafts,0.00219
2019,Specialized Industry Skills,Commercial Photography,J,Information and communication,Online Media,0.00206
2019,Specialized Industry Skills,Commercial Photography,R,"Arts, entertainment and recreation ",Music,0.00159
2019,Specialized Industry Skills,Commercial Photography,C,Manufacturing,Printing,0.00145
2019,Specialized Industry Skills,Commercial Photography,J,Information and communication,Writing & Editing,0.00138
2019,Specialized Industry Skills,Commercial Photography,R,"Arts, entertainment and recreation ",Performing Arts,0.00133
2019,Specialized Industry Skills,Commercial Photography,J,Information and communication,Publishing,0.00124
2019,Specialized Industry Skills,Commercial Photography,R,"Arts, entertainment and recreation ",Museums & Institutions,0.00123
2019,Specialized Industry Skills,Commercial Photography,J,Information and communication,Motion Pictures & Film,0.00116
2019,Specialized Industry Skills,Commercial Photography,M,Professional scientific and technical activities,Events Services,0.00105
2019,Specialized Industry Skills,Commercial Photography,M,Professional scientific and technical activities,Design,9.80E-04
2019,Specialized Industry Skills,Commercial Photography,M,Professional scientific and technical activities,Marketing & Advertising,7.00E-04
2019,Specialized Industry Skills,Commercial Photography,R,"Arts, entertainment and recreation ",Sports,6.60E-04
2019,Specialized Industry Skills,Commercial Photography,J,Information and communication,Broadcast Media,6.30E-04
2019,Specialized Industry Skills,Commercial Photography,M,Professional scientific and technical activities,Translation & Localization,5.70E-04
2019,Specialized Industry Skills,Commercial Photography,M,Professional scientific and technical activities,Public Relations & Communications,5.60E-04
2019,Specialized Industry Skills,Commercial Photography,M,Professional scientific and technical activities,Professional Training & Coaching,5.20E-04
2019,Specialized Industry Skills,Commercial Photography,J,Information and communication,Internet,4.90E-04
2019,Specialized Industry Skills,Commercial Photography,R,"Arts, entertainment and recreation ",Entertainment,4.80E-04
2019,Specialized Industry Skills,Commercial Photography,M,Professional scientific and technical activities,Information Services,4.20E-04
2019,Specialized Industry Skills,Commercial Photography,M,Professional scientific and technical activities,Architecture & Planning,4.00E-04
2019,Specialized Industry Skills,Commercial Photography,M,Professional scientific and technical activities,Management Consulting,3.80E-04
2019,Specialized Industry Skills,Composites,C,Manufacturing,Aviation & Aerospace,0.00176
2019,Specialized Industry Skills,Conceptual Art,R,"Arts, entertainment and recreation ",Fine Art,0.00204
2019,Specialized Industry Skills,Conceptual Art,R,"Arts, entertainment and recreation ",Arts & Crafts,0.00131
2019,Specialized Industry Skills,Construction Engineering,M,Professional scientific and technical activities,Architecture & Planning,0.0184
2019,Specialized Industry Skills,Construction Engineering,B,Mining and quarrying,Oil & Energy,0.01228
2019,Specialized Industry Skills,Construction Engineering,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.00855
2019,Specialized Industry Skills,Construction Engineering,M,Professional scientific and technical activities,Design,0.00599
2019,Specialized Industry Skills,Construction Engineering,B,Mining and quarrying,Mining & Metals,0.00464
2019,Specialized Industry Skills,Construction Engineering,C,Manufacturing,Renewables & Environment,0.00456
2019,Specialized Industry Skills,Construction Engineering,C,Manufacturing,Industrial Automation,0.00255
2019,Specialized Industry Skills,Construction Engineering,C,Manufacturing,Electrical & Electronic Manufacturing,0.00246
2019,Specialized Industry Skills,Construction Engineering,C,Manufacturing,Chemicals,0.00219
2019,Specialized Industry Skills,Construction Engineering,M,Professional scientific and technical activities,Environmental Services,0.00136
2019,Specialized Industry Skills,Construction Engineering,M,Professional scientific and technical activities,Management Consulting,0.0011
2019,Specialized Industry Skills,Construction Engineering,C,Manufacturing,Machinery,9.00E-04
2019,Specialized Industry Skills,Construction Engineering,J,Information and communication,Telecommunications,6.20E-04
2019,Specialized Industry Skills,Construction Engineering,J,Information and communication,Information Technology & Services,5.00E-04
2019,Specialized Industry Skills,Construction Engineering,C,Manufacturing,Pharmaceuticals,3.90E-04
2019,Specialized Industry Skills,Construction Engineering,K,Financial and insurance activities,Investment Management,2.80E-04
2019,Specialized Industry Skills,Construction Engineering,C,Manufacturing,Food Production,1.90E-04
2019,Specialized Industry Skills,Construction Engineering,C,Manufacturing,Textiles,1.10E-04
2019,Specialized Industry Skills,Contract Law,M,Professional scientific and technical activities,Law Practice,0.01346
2019,Specialized Industry Skills,Contract Law,M,Professional scientific and technical activities,Legal Services,0.01102
2019,Specialized Industry Skills,Contract Law,K,Financial and insurance activities,Insurance,6.60E-04
2019,Specialized Industry Skills,Contract Law,B,Mining and quarrying,Oil & Energy,5.60E-04
2019,Specialized Industry Skills,Contract Law,K,Financial and insurance activities,Financial Services,4.50E-04
2019,Specialized Industry Skills,Contract Law,K,Financial and insurance activities,Banking,3.80E-04
2019,Specialized Industry Skills,Contract Law,M,Professional scientific and technical activities,Accounting,3.70E-04
2019,Specialized Industry Skills,Contract Law,M,Professional scientific and technical activities,Management Consulting,3.40E-04
2019,Specialized Industry Skills,Contract Law,J,Information and communication,Information Technology & Services,2.80E-04
2019,Specialized Industry Skills,Contract Law,J,Information and communication,Telecommunications,2.00E-04
2019,Specialized Industry Skills,Contract Law,J,Information and communication,Internet,1.10E-04
2019,Specialized Industry Skills,Cooking,C,Manufacturing,Food Production,0.00465
2019,Specialized Industry Skills,Cooking,R,"Arts, entertainment and recreation ",Gambling & Casinos,0.0016
2019,Specialized Industry Skills,Cooking,M,Professional scientific and technical activities,Events Services,0.00115
2019,Specialized Industry Skills,Cooking,R,"Arts, entertainment and recreation ",Sports,4.00E-04
2019,Specialized Industry Skills,Cooking,R,"Arts, entertainment and recreation ",Entertainment,3.40E-04
2019,Specialized Industry Skills,Cooking,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",2.30E-04
2019,Specialized Industry Skills,Cosmetology,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.00577
2019,Specialized Industry Skills,Cosmetology,R,"Arts, entertainment and recreation ",Arts & Crafts,0.0046
2019,Specialized Industry Skills,Cosmetology,J,Information and communication,Motion Pictures & Film,0.00136
2019,Specialized Industry Skills,Cosmetology,M,Professional scientific and technical activities,Veterinary,0.00106
2019,Specialized Industry Skills,Cosmetology,M,Professional scientific and technical activities,Design,0.00105
2019,Specialized Industry Skills,Cosmetology,R,"Arts, entertainment and recreation ",Fine Art,0.00102
2019,Specialized Industry Skills,Cosmetology,M,Professional scientific and technical activities,Photography,9.60E-04
2019,Specialized Industry Skills,Cosmetology,R,"Arts, entertainment and recreation ",Performing Arts,9.50E-04
2019,Specialized Industry Skills,Cosmetology,M,Professional scientific and technical activities,Professional Training & Coaching,9.00E-04
2019,Specialized Industry Skills,Cosmetology,J,Information and communication,Media Production,5.40E-04
2019,Specialized Industry Skills,Cosmetology,R,"Arts, entertainment and recreation ",Entertainment,5.30E-04
2019,Specialized Industry Skills,Cosmetology,J,Information and communication,Broadcast Media,4.70E-04
2019,Specialized Industry Skills,Cosmetology,M,Professional scientific and technical activities,Events Services,3.80E-04
2019,Specialized Industry Skills,Cosmetology,J,Information and communication,Writing & Editing,2.00E-04
2019,Specialized Industry Skills,Cosmetology,M,Professional scientific and technical activities,Marketing & Advertising,2.00E-04
2019,Specialized Industry Skills,Criminal Law,M,Professional scientific and technical activities,Law Practice,0.00654
2019,Specialized Industry Skills,Criminal Law,M,Professional scientific and technical activities,Legal Services,0.0043
2019,Specialized Industry Skills,Criminal Law,K,Financial and insurance activities,Financial Services,0.0014
2019,Specialized Industry Skills,Criminal Law,K,Financial and insurance activities,Banking,0.00134
2019,Specialized Industry Skills,Criminal Law,K,Financial and insurance activities,Insurance,3.30E-04
2019,Specialized Industry Skills,Criminal Law,M,Professional scientific and technical activities,Accounting,2.10E-04
2019,Specialized Industry Skills,Cybersecurity,J,Information and communication,Computer & Network Security,0.10034
2019,Specialized Industry Skills,Cybersecurity,J,Information and communication,Computer Networking,0.01092
2019,Specialized Industry Skills,Cybersecurity,J,Information and communication,Information Technology & Services,0.01077
2019,Specialized Industry Skills,Cybersecurity,K,Financial and insurance activities,Financial Services,0.00562
2019,Specialized Industry Skills,Cybersecurity,K,Financial and insurance activities,Banking,0.00516
2019,Specialized Industry Skills,Cybersecurity,J,Information and communication,Computer Software,0.00514
2019,Specialized Industry Skills,Cybersecurity,M,Professional scientific and technical activities,Accounting,0.0045
2019,Specialized Industry Skills,Cybersecurity,M,Professional scientific and technical activities,Management Consulting,0.004
2019,Specialized Industry Skills,Cybersecurity,J,Information and communication,Telecommunications,0.00383
2019,Specialized Industry Skills,Cybersecurity,K,Financial and insurance activities,Insurance,0.00238
2019,Specialized Industry Skills,Cybersecurity,J,Information and communication,Internet,0.00153
2019,Specialized Industry Skills,Cybersecurity,B,Mining and quarrying,Oil & Energy,7.70E-04
2019,Specialized Industry Skills,Cybersecurity,R,"Arts, entertainment and recreation ",Gambling & Casinos,6.90E-04
2019,Specialized Industry Skills,Cybersecurity,C,Manufacturing,Electrical & Electronic Manufacturing,5.30E-04
2019,Specialized Industry Skills,Cybersecurity,C,Manufacturing,Industrial Automation,4.70E-04
2019,Specialized Industry Skills,Cybersecurity,M,Professional scientific and technical activities,Outsourcing/Offshoring,4.50E-04
2019,Specialized Industry Skills,Cybersecurity,R,"Arts, entertainment and recreation ",Entertainment,3.40E-04
2019,Specialized Industry Skills,Cybersecurity,M,Professional scientific and technical activities,Events Services,2.90E-04
2019,Specialized Industry Skills,Cybersecurity,J,Information and communication,Computer Hardware,2.20E-04
2019,Specialized Industry Skills,Cybersecurity,R,"Arts, entertainment and recreation ",Sports,1.30E-04
2019,Specialized Industry Skills,Dance,R,"Arts, entertainment and recreation ",Performing Arts,0.0204
2019,Specialized Industry Skills,Dance,R,"Arts, entertainment and recreation ",Fine Art,0.00562
2019,Specialized Industry Skills,Dance,R,"Arts, entertainment and recreation ",Entertainment,0.00231
2019,Specialized Industry Skills,Dance,R,"Arts, entertainment and recreation ",Arts & Crafts,0.00153
2019,Specialized Industry Skills,Dance,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.00108
2019,Specialized Industry Skills,Dance,R,"Arts, entertainment and recreation ",Sports,8.00E-04
2019,Specialized Industry Skills,Dance,R,"Arts, entertainment and recreation ",Music,5.80E-04
2019,Specialized Industry Skills,Dance,M,Professional scientific and technical activities,Events Services,3.80E-04
2019,Specialized Industry Skills,Dentistry,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",0.00404
2019,Specialized Industry Skills,Dermatology,C,Manufacturing,Pharmaceuticals,2.70E-04
2019,Specialized Industry Skills,Dermatology,R,"Arts, entertainment and recreation ","Health, Wellness & Fitness",1.30E-04
2019,Specialized Industry Skills,Documentation,J,Information and communication,Writing & Editing,0.00315
2019,Specialized Industry Skills,Documentation,J,Information and communication,Computer Games,0.00167
2019,Specialized Industry Skills,Documentation,J,Information and communication,Computer Software,9.00E-04
2019,Specialized Industry Skills,Documentation,M,Professional scientific and technical activities,Translation & Localization,8.50E-04
2019,Specialized Industry Skills,Documentation,J,Information and communication,Semiconductors,7.00E-04
2019,Specialized Industry Skills,Documentation,J,Information and communication,Information Technology & Services,6.20E-04
2019,Specialized Industry Skills,Documentation,J,Information and communication,Internet,5.70E-04
2019,Specialized Industry Skills,Documentation,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,5.70E-04
2019,Specialized Industry Skills,Documentation,K,Financial and insurance activities,Financial Services,4.80E-04
2019,Specialized Industry Skills,Documentation,C,Manufacturing,Electrical & Electronic Manufacturing,4.60E-04
2019,Specialized Industry Skills,Documentation,C,Manufacturing,Pharmaceuticals,4.30E-04
2019,Specialized Industry Skills,Documentation,J,Information and communication,Telecommunications,4.00E-04
2019,Specialized Industry Skills,Documentation,C,Manufacturing,Machinery,3.70E-04
2019,Specialized Industry Skills,Drilling Engineering,B,Mining and quarrying,Oil & Energy,0.02009
2019,Specialized Industry Skills,Drilling Engineering,M,Professional scientific and technical activities,Mechanical Or Industrial Engineering,0.00297
2019,Specialized Industry Skills,Drilling Engineering,B,Mining and quarrying,Mining & Metals,0.00235
2019,Specialized Industry Skills,Drilling Engineering,C,Manufacturing,Industrial Automation,0.00151
2019,Specialized Industry Skills,Drilling Engineering,C,Manufacturing,Electrical & Electronic Manufacturing,0.0013
2019,Specialized Industry Skills,Drilling Engineering,C,Manufacturing,Chemicals,0.00118
2019,Specialized Industry Skills,Drilling Engineering,C,Manufacturing,Renewables & Environment,0.00116
2019,Specialized Industry Skills,Drilling Engineering,C,Manufacturing,Machinery,0.00101
2019,Specialized Industry Skills,Drilling Engineering,M,Professional scientific and technical activities,Environmental Services,5.60E-04
2019,Specialized Industry Skills,Drilling Engineering,M,Professional scientific and technical activities,Architecture & Planning,4.00E-04
2019,Specialized Industry Skills,Drilling Engineering,M,Professional scientific and technical activities,Design,3.50E-04
2019,Specialized Industry Skills,Drilling Engineering,C,Manufacturing,Plastics,3.10E-04
2019,Specialized Industry Skills,Drilling Engineering,C,Manufacturing,Paper & Forest Products,2.40E-04
2019,Specialized Industry Skills,Drilling Engineering,M,Professional scientific and technical activities,Management Consulting,1.90E-04
2019,Specialized Industry Skills,Drilling Engineering,C,Manufacturing,Food Production,1.90E-04
2019,Specialized Industry Skills,Drilling Engineering,C,Manufacturing,Pharmaceuticals,1.60E-04
2019,Specialized Industry Skills,Earth Science,M,Professional scientific and technical activities,Environmental Services,0.00878
2019,Specialized Industry Skills,Earth Science,B,Mining and quarrying,Mining & Metals,0.00447
2019,Specialized Industry Skills,Earth Science,B,Mining and quarrying,Oil & Energy,0.00421
2019,Specialized Industry Skills,Earth Science,M,Professional scientific and technical activities,Architecture & Planning,0.00302
2019,Specialized Industry Skills,Earth Science,J,Information and communication,Information Technology & Services,0.00164
2019,Specialized Industry Skills,Earth Science,C,Manufacturing,Renewables & Environment,0.00149
2019,Specialized Industry Skills,Earth Science,M,Professional scientific and technical activities,Research,0.0011
2019,Specialized Industry Skills,Earth Science,C,Manufacturing,Paper & Forest Products,7.20E-04
2019,Specialized Industry Skills,Earth Science,J,Information and communication,Computer Software,5.90E-04
2019,Specialized Industry Skills,Earth Science,J,Information and communication,Telecommunications,5.50E-04
2019,Specialized Industry Skills,Editing,J,Information and communication,Writing & Editing,0.05175
2019,Specialized Industry Skills,Editing,J,Information and communication,Publishing,0.02664
2019,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Translation & Localization,0.02406
2019,Specialized Industry Skills,Editing,J,Information and communication,Newspapers,0.02266
2019,Specialized Industry Skills,Editing,J,Information and communication,Media Production,0.01546
2019,Specialized Industry Skills,Editing,J,Information and communication,Online Media,0.01354
2019,Specialized Industry Skills,Editing,J,Information and communication,Broadcast Media,0.01242
2019,Specialized Industry Skills,Editing,J,Information and communication,Motion Pictures & Film,0.00988
2019,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Photography,0.0098
2019,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Public Relations & Communications,0.00958
2019,Specialized Industry Skills,Editing,R,"Arts, entertainment and recreation ",Museums & Institutions,0.0054
2019,Specialized Industry Skills,Editing,R,"Arts, entertainment and recreation ",Entertainment,0.00491
2019,Specialized Industry Skills,Editing,R,"Arts, entertainment and recreation ",Animation,0.00426
2019,Specialized Industry Skills,Editing,R,"Arts, entertainment and recreation ",Fine Art,0.00358
2019,Specialized Industry Skills,Editing,R,"Arts, entertainment and recreation ",Performing Arts,0.00343
2019,Specialized Industry Skills,Editing,R,"Arts, entertainment and recreation ",Music,0.00317
2019,Specialized Industry Skills,Editing,J,Information and communication,Internet,0.00245
2019,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Marketing & Advertising,0.00231
2019,Specialized Industry Skills,Editing,J,Information and communication,Computer Games,0.0023
2019,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Graphic Design,0.00228
2019,Specialized Industry Skills,Editing,R,"Arts, entertainment and recreation ",Arts & Crafts,0.00219
2019,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Information Services,0.00194
2019,Specialized Industry Skills,Editing,R,"Arts, entertainment and recreation ",Sports,0.00192
2019,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Legal Services,0.00165
2019,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Professional Training & Coaching,0.00165
2019,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Market Research,0.00148
2019,Specialized Industry Skills,Editing,C,Manufacturing,Printing,0.00145
2019,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Research,0.00144
2019,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Events Services,0.00143
2019,Specialized Industry Skills,Editing,M,Professional scientific and technical activities,Design,0.00139
